"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000008565.1","GCA_001638825.1","GCA_008329785.1","GCA_011604805.1","GCA_011604825.1","GCA_020546685.1","GCA_021378295.1","GCA_024138735.1"
"DR_1345","","peptidase M19","7","7","1","1","1327","1","2128","","536","992","926","DR_1345.p01","A2G07_06805.p01","a6679ee1dd99a76d4f263da36fcf6004_2223","689a1f7569cd370648666ad3906989ad_7472","e7eb4eb1fba968f75f75040ad2de8570_5428","5974397fafb4265a64d121638449c96c_5445","DRO_1334.p01",""
"MSS93_00120","","TetR/AcrR family transcriptional regulator","7","7","1","1","1294","1","2161","","470","572","551","DR_1379.p01","A2G07_06640.p01","a6679ee1dd99a76d4f263da36fcf6004_2358","689a1f7569cd370648666ad3906989ad_7605","","5974397fafb4265a64d121638449c96c_5582","DRO_1368.p01","5b1dec001b64d68f08bc514628990a75_83"
"DRO_1372","","DUF4142 domain-containing protein","7","7","1","1","1290","1","2165","","377","491","474","","A2G07_06620.p01","a6679ee1dd99a76d4f263da36fcf6004_2374","689a1f7569cd370648666ad3906989ad_7621","e7eb4eb1fba968f75f75040ad2de8570_5285","5974397fafb4265a64d121638449c96c_5598","DRO_1372.p01","5b1dec001b64d68f08bc514628990a75_99"
"DRO_1400","","hypothetical protein","7","7","1","1","1262","1","2193","","518","632","554","DR_1416.p01","A2G07_06480.p01","a6679ee1dd99a76d4f263da36fcf6004_2492","689a1f7569cd370648666ad3906989ad_7724","e7eb4eb1fba968f75f75040ad2de8570_5181","5974397fafb4265a64d121638449c96c_5715","DRO_1400.p01",""
"DRO_1432","","hypothetical protein","7","7","1","1","1230","1","2225","","1349","2657","2096","DR_1447.p01","A2G07_06320.p01","a6679ee1dd99a76d4f263da36fcf6004_2618","689a1f7569cd370648666ad3906989ad_7850","e7eb4eb1fba968f75f75040ad2de8570_5059","5974397fafb4265a64d121638449c96c_5841","DRO_1432.p01",""
"DXG80_03570","","chlorite dismutase","7","7","1","1","1202","1","2253","","743","893","818","DR_1481.p01","A2G07_06165.p01","a6679ee1dd99a76d4f263da36fcf6004_2753","689a1f7569cd370648666ad3906989ad_7972","e7eb4eb1fba968f75f75040ad2de8570_4943","5974397fafb4265a64d121638449c96c_5975","DRO_1463.p01",""
"DXG80_03975","","diacylglycerol kinase family lipid kinase","7","7","1","1","1127","1","2328","","899","956","929","DR_1560.p01","A2G07_05780.p01","a6679ee1dd99a76d4f263da36fcf6004_3065","689a1f7569cd370648666ad3906989ad_8280","","5974397fafb4265a64d121638449c96c_6287","DRO_1540.p01","5b1dec001b64d68f08bc514628990a75_782"
"MSS93_01325","","hypothetical protein","7","7","1","1","1088","1","2367","","281","1166","1039","DR_1602.p01","A2G07_05580.p01","a6679ee1dd99a76d4f263da36fcf6004_3221","689a1f7569cd370648666ad3906989ad_8438","","5974397fafb4265a64d121638449c96c_6444","DRO_1580.p01","5b1dec001b64d68f08bc514628990a75_942"
"DXG80_04380","","hypothetical protein","7","7","1","1","1049","1","2406","","245","851","764","DR_1643.p01","A2G07_05380.p01","a6679ee1dd99a76d4f263da36fcf6004_3380","689a1f7569cd370648666ad3906989ad_8600","e7eb4eb1fba968f75f75040ad2de8570_4331","5974397fafb4265a64d121638449c96c_6604","DRO_1620.p01",""
"HAV23_11145","","ATP-binding protein","7","7","1","1","1038","1","2417","","179","1559","1336","DR_1656.p01","A2G07_05320.p01","a6679ee1dd99a76d4f263da36fcf6004_3424","689a1f7569cd370648666ad3906989ad_8644","","5974397fafb4265a64d121638449c96c_6650","DRO_1632.p01","5b1dec001b64d68f08bc514628990a75_1155"
"DRO_1694","","acetyltransferase","7","7","1","1","977","1","2478","","419","554","531","DR_1716.p01","A2G07_05015.p01","a6679ee1dd99a76d4f263da36fcf6004_3666","689a1f7569cd370648666ad3906989ad_8888","","5974397fafb4265a64d121638449c96c_6894","DRO_1694.p01","5b1dec001b64d68f08bc514628990a75_1387"
"E5E91_08975","","MFS transporter","7","7","1","1","950","1","2505","","1124","1229","1196","DR_1743.p01","A2G07_04880.p01","a6679ee1dd99a76d4f263da36fcf6004_3781","689a1f7569cd370648666ad3906989ad_8999","","5974397fafb4265a64d121638449c96c_7008","DRO_1722.p01","5b1dec001b64d68f08bc514628990a75_1487"
"A2G07_04410","","bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase","7","7","1","1","856","1","856","","2252","2363","2306","DR_1838.p01","A2G07_04410.p01","a6679ee1dd99a76d4f263da36fcf6004_4173","689a1f7569cd370648666ad3906989ad_9377","e7eb4eb1fba968f75f75040ad2de8570_3582","5974397fafb4265a64d121638449c96c_7404","DRO_1817.p01",""
"A2G07_04310","","DUF4388 domain-containing protein","7","7","1","1","836","1","836","","611","782","757","DR_1859.p01","A2G07_04310.p01","a6679ee1dd99a76d4f263da36fcf6004_4257","689a1f7569cd370648666ad3906989ad_9461","e7eb4eb1fba968f75f75040ad2de8570_3501","5974397fafb4265a64d121638449c96c_7492","DRO_1837.p01",""
"E5E91_09770","","peptidylprolyl isomerase","7","7","1","1","803","1","803","","476","1052","938","DR_1893.p01","A2G07_04145.p01","a6679ee1dd99a76d4f263da36fcf6004_4388","689a1f7569cd370648666ad3906989ad_9589","","5974397fafb4265a64d121638449c96c_7622","DRO_1870.p01","5b1dec001b64d68f08bc514628990a75_2088"
"MSS93_02975","","hypothetical protein","7","7","1","","","","","","155","266","205","DR_1904.p01","","a6679ee1dd99a76d4f263da36fcf6004_4436","689a1f7569cd370648666ad3906989ad_9638","e7eb4eb1fba968f75f75040ad2de8570_3329","5974397fafb4265a64d121638449c96c_7671","DRO_1882.p01","5b1dec001b64d68f08bc514628990a75_2135"
"DXG80_07960","","S8 family peptidase","7","7","1","1","373","1","373","","929","1598","1502","DR_2325.p01","A2G07_01950.p01","a6679ee1dd99a76d4f263da36fcf6004_6154","689a1f7569cd370648666ad3906989ad_1003","e7eb4eb1fba968f75f75040ad2de8570_1682","5974397fafb4265a64d121638449c96c_9382","DRO_2295.p01",""
"MSS93_03315","","MFS transporter","7","7","1","1","730","1","730","","1046","1202","1172","DR_1971.p01","A2G07_03780.p01","a6679ee1dd99a76d4f263da36fcf6004_4684","689a1f7569cd370648666ad3906989ad_9894","","5974397fafb4265a64d121638449c96c_7920","DRO_1945.p01","5b1dec001b64d68f08bc514628990a75_2393"
"DR_1988","","PhoH family protein","7","7","1","1","713","1","713","","1028","1142","1096","DR_1988.p01","A2G07_03690.p01","a6679ee1dd99a76d4f263da36fcf6004_4755","689a1f7569cd370648666ad3906989ad_9965","e7eb4eb1fba968f75f75040ad2de8570_3005","5974397fafb4265a64d121638449c96c_7991","DRO_1962.p01",""
"DR_2090","","hypothetical protein","7","7","1","1","610","1","610","","539","1661","1500","DR_2090.p01","A2G07_03160.p01","a6679ee1dd99a76d4f263da36fcf6004_5186","689a1f7569cd370648666ad3906989ad_67","","5974397fafb4265a64d121638449c96c_8423","DRO_2062.p01","5b1dec001b64d68f08bc514628990a75_2855"
"DR_2133","","DUF3084 domain-containing protein","7","7","1","1","567","1","567","","389","1964","1685","DR_2133.p01","A2G07_02945.p01","a6679ee1dd99a76d4f263da36fcf6004_5360","689a1f7569cd370648666ad3906989ad_238","e7eb4eb1fba968f75f75040ad2de8570_2442","","DRO_2105.p01","5b1dec001b64d68f08bc514628990a75_3030"
"HAV35_03185","","hypothetical protein","7","7","1","1","562","1","562","","194","254","213","DR_2138.p01","A2G07_02920.p01","a6679ee1dd99a76d4f263da36fcf6004_5381","689a1f7569cd370648666ad3906989ad_258","e7eb4eb1fba968f75f75040ad2de8570_2422","5974397fafb4265a64d121638449c96c_8615","DRO_2110.p01",""
"pyrF","","orotidine-5'-phosphate decarboxylase","7","7","1","1","497","1","497","","815","1820","1247","DR_2200.p01","A2G07_02585.p01","a6679ee1dd99a76d4f263da36fcf6004_5655","689a1f7569cd370648666ad3906989ad_514","","5974397fafb4265a64d121638449c96c_8880","DRO_2172.p01","5b1dec001b64d68f08bc514628990a75_3295"
"DXG80_07345","","hypothetical protein","7","7","1","1","489","1","489","","281","299","286","DR_2207.p01","A2G07_02545.p01","a6679ee1dd99a76d4f263da36fcf6004_5681","","e7eb4eb1fba968f75f75040ad2de8570_2139","5974397fafb4265a64d121638449c96c_8906","DRO_2180.p01","5b1dec001b64d68f08bc514628990a75_3329"
"MSS93_05005","","glutathione-dependent formaldehyde dehydrogenase","7","7","1","1","415","1","415","","950","1295","1230","DR_2279.p01","A2G07_02170.p01","a6679ee1dd99a76d4f263da36fcf6004_5977","","e7eb4eb1fba968f75f75040ad2de8570_1856","5974397fafb4265a64d121638449c96c_9204","DRO_2253.p01","5b1dec001b64d68f08bc514628990a75_3631"
"HAV35_01685","","LptF/LptG family permease","7","7","1","1","273","1","273","","1004","1052","1030","DR_2430.p01","A2G07_01435.p01","a6679ee1dd99a76d4f263da36fcf6004_6587","689a1f7569cd370648666ad3906989ad_1420","e7eb4eb1fba968f75f75040ad2de8570_1278","5974397fafb4265a64d121638449c96c_9810","","5b1dec001b64d68f08bc514628990a75_4269"
"HAV23_01880","","tRNA-dihydrouridine synthase family protein","7","7","1","1","262","1","262","","926","1220","1065","DR_2440.p01","A2G07_01380.p01","a6679ee1dd99a76d4f263da36fcf6004_6629","689a1f7569cd370648666ad3906989ad_1464","e7eb4eb1fba968f75f75040ad2de8570_1236","5974397fafb4265a64d121638449c96c_9852","DRO_2414.p01",""
"DXG80_08595","","hypothetical protein","7","7","1","1","257","1","257","","371","962","770","DR_2445.p01","A2G07_01355.p01","a6679ee1dd99a76d4f263da36fcf6004_6651","689a1f7569cd370648666ad3906989ad_1484","e7eb4eb1fba968f75f75040ad2de8570_1216","5974397fafb4265a64d121638449c96c_9873","DRO_2419.p01",""
"gatB","","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","7","7","1","1","155","1","155","","1439","1532","1483","DR_2555.p01","A2G07_00815.p01","a6679ee1dd99a76d4f263da36fcf6004_7080","689a1f7569cd370648666ad3906989ad_1912","e7eb4eb1fba968f75f75040ad2de8570_795","5974397fafb4265a64d121638449c96c_10300","DRO_2527.p01",""
"DRO_2590","","heme A synthase","7","7","1","1","92","1","92","","1016","1079","1036","DR_2617.p01","A2G07_00495.p01","a6679ee1dd99a76d4f263da36fcf6004_7337","689a1f7569cd370648666ad3906989ad_2161","e7eb4eb1fba968f75f75040ad2de8570_555","5974397fafb4265a64d121638449c96c_10557","DRO_2590.p01",""
"A2G07_13560","","ABC transporter permease","7","7","1","2","82","2","82","","341","791","726","DR_A0008.p01","A2G07_13560.p01","a6679ee1dd99a76d4f263da36fcf6004_11886","689a1f7569cd370648666ad3906989ad_11398","","5974397fafb4265a64d121638449c96c_10675","DRO_A0008.p01","5b1dec001b64d68f08bc514628990a75_10773"
"HAV23_14520","","glycosyltransferase family 4 protein","7","7","1","","","","","","386","1103","1000","DR_A0040.p01","","a6679ee1dd99a76d4f263da36fcf6004_12014","689a1f7569cd370648666ad3906989ad_11278","e7eb4eb1fba968f75f75040ad2de8570_10190","5974397fafb4265a64d121638449c96c_10806","DRO_A0039.p01","5b1dec001b64d68f08bc514628990a75_10656"
"HAV35_13800","","hypothetical protein","7","7","1","","","","","","374","551","453","DR_A0103.p01","","a6679ee1dd99a76d4f263da36fcf6004_10833","689a1f7569cd370648666ad3906989ad_11022","e7eb4eb1fba968f75f75040ad2de8570_10450","5974397fafb4265a64d121638449c96c_11063","DRO_A0102.p01","5b1dec001b64d68f08bc514628990a75_11986"
"DXG80_14100","","GMC family oxidoreductase","7","7","1","2","341","2","190","","563","2168","1893","DR_A0127.p01","A2G07_14120.p01","a6679ee1dd99a76d4f263da36fcf6004_10923","689a1f7569cd370648666ad3906989ad_10914","","5974397fafb4265a64d121638449c96c_11158","DRO_A0128.p01","5b1dec001b64d68f08bc514628990a75_11850"
"modB","","molybdate ABC transporter permease subunit","7","7","1","2","301","2","230","","659","800","769","DR_A0168.p01","A2G07_14320.p01","a6679ee1dd99a76d4f263da36fcf6004_11087","","e7eb4eb1fba968f75f75040ad2de8570_10712","5974397fafb4265a64d121638449c96c_11321","DRO_A0170.p01","5b1dec001b64d68f08bc514628990a75_11674"
"A2G07_14385","","diguanylate cyclase","7","7","1","2","289","2","242","","827","1088","1044","DR_A0181.p01","A2G07_14385.p01","a6679ee1dd99a76d4f263da36fcf6004_11139","","e7eb4eb1fba968f75f75040ad2de8570_10760","5974397fafb4265a64d121638449c96c_11373","DRO_A0183.p01","5b1dec001b64d68f08bc514628990a75_11609"
"DXG80_14790","","hypothetical protein","7","7","1","2","208","2","345","","554","1547","1405","DR_A0265.p01","A2G07_14790.p01","a6679ee1dd99a76d4f263da36fcf6004_11466","","e7eb4eb1fba968f75f75040ad2de8570_11084","5974397fafb4265a64d121638449c96c_11696","DRO_A0265.p01","5b1dec001b64d68f08bc514628990a75_11284"
"urtD","","urea ABC transporter ATP-binding protein UrtD","7","7","1","2","28","2","28","","350","755","697","DR_A0323.p01","A2G07_13285.p01","a6679ee1dd99a76d4f263da36fcf6004_11670","689a1f7569cd370648666ad3906989ad_11622","e7eb4eb1fba968f75f75040ad2de8570_11271","5974397fafb4265a64d121638449c96c_11903","","5b1dec001b64d68f08bc514628990a75_11053"
"DRO_A0325","","serine/threonine protein kinase","7","7","1","2","37","2","37","","875","1574","1474","DR_A0332.p01","A2G07_13330.p01","a6679ee1dd99a76d4f263da36fcf6004_11710","689a1f7569cd370648666ad3906989ad_11586","","5974397fafb4265a64d121638449c96c_11943","DRO_A0325.p01","5b1dec001b64d68f08bc514628990a75_11017"
"HAV35_15905","","hypothetical protein","7","7","1","4","19","4","22","","1298","1298","1298","DR_C0030.p01","A2G07_15845.p01","a6679ee1dd99a76d4f263da36fcf6004_12784","689a1f7569cd370648666ad3906989ad_11760","e7eb4eb1fba968f75f75040ad2de8570_11513","5974397fafb4265a64d121638449c96c_12203","","5b1dec001b64d68f08bc514628990a75_12931"
"HAV35_15750","","hypothetical protein","7","7","1","3","153","3","84","","278","1397","1208","DR_B0145.p01","A2G07_15320.p01","a6679ee1dd99a76d4f263da36fcf6004_12596","689a1f7569cd370648666ad3906989ad_11972","e7eb4eb1fba968f75f75040ad2de8570_12086","","DRO_B0150.p01","5b1dec001b64d68f08bc514628990a75_12474"
"coxB","","cytochrome c oxidase subunit II","7","7","1","1","90","1","90","","416","1310","1021","","A2G07_00485.p01","a6679ee1dd99a76d4f263da36fcf6004_7347","689a1f7569cd370648666ad3906989ad_2169","e7eb4eb1fba968f75f75040ad2de8570_547","5974397fafb4265a64d121638449c96c_10567","DRO_2592.p01","5b1dec001b64d68f08bc514628990a75_5010"
"HAV35_11270","","hypothetical protein","7","7","1","1","2069","1","1340","","170","293","251","","A2G07_10865.p01","a6679ee1dd99a76d4f263da36fcf6004_9567","689a1f7569cd370648666ad3906989ad_4292","e7eb4eb1fba968f75f75040ad2de8570_8547","5974397fafb4265a64d121638449c96c_2147","DRO_0526.p01","5b1dec001b64d68f08bc514628990a75_7200"
"treZ","","malto-oligosyltrehalose trehalohydrolase","7","7","1","1","2006","1","1277","","1736","1907","1811","DR_0464.p01","A2G07_11200.p01","a6679ee1dd99a76d4f263da36fcf6004_9290","689a1f7569cd370648666ad3906989ad_4034","","5974397fafb4265a64d121638449c96c_1875","DRO_0463.p01","5b1dec001b64d68f08bc514628990a75_6921"
"HAV23_14590","","CoA transferase","7","7","1","2","98","2","98","","617","1184","1103","","A2G07_13645.p01","a6679ee1dd99a76d4f263da36fcf6004_11954","689a1f7569cd370648666ad3906989ad_11332","e7eb4eb1fba968f75f75040ad2de8570_10135","5974397fafb4265a64d121638449c96c_10746","DRO_A0025.p01","5b1dec001b64d68f08bc514628990a75_10703"
"DXG80_13955","","hypothetical protein","7","7","1","2","161","2","161","","398","578","552","","A2G07_13975.p01","a6679ee1dd99a76d4f263da36fcf6004_10813","689a1f7569cd370648666ad3906989ad_11042","e7eb4eb1fba968f75f75040ad2de8570_10430","5974397fafb4265a64d121638449c96c_11043","DRO_A0097.p01","5b1dec001b64d68f08bc514628990a75_12006"
"DRO_A0351","","response regulator","7","7","1","2","62","2","62","","1613","2840","2663","","A2G07_13455.p01","a6679ee1dd99a76d4f263da36fcf6004_11806","689a1f7569cd370648666ad3906989ad_11482","e7eb4eb1fba968f75f75040ad2de8570_11398","5974397fafb4265a64d121638449c96c_12040","DRO_A0351.p01","5b1dec001b64d68f08bc514628990a75_10875"
"dnaA","","chromosomal replication initiator protein DnaA","7","7","1","1","70","1","70","","1364","1400","1389","DR_0002.p01","A2G07_00385.p01","a6679ee1dd99a76d4f263da36fcf6004_7427","689a1f7569cd370648666ad3906989ad_2245","e7eb4eb1fba968f75f75040ad2de8570_471","5974397fafb4265a64d121638449c96c_7","DRO_0002.p01",""
"E5E91_00065","","ParA family protein","7","7","1","1","59","1","59","","749","890","809","DR_0013.p01","A2G07_00330.p01","a6679ee1dd99a76d4f263da36fcf6004_7471","689a1f7569cd370648666ad3906989ad_2289","e7eb4eb1fba968f75f75040ad2de8570_432","5974397fafb4265a64d121638449c96c_51","DRO_0014.p01",""
"DRO_0021","","RNB domain-containing ribonuclease","7","7","1","","","","","","254","1385","1223","DR_0020.p01","","a6679ee1dd99a76d4f263da36fcf6004_7498","689a1f7569cd370648666ad3906989ad_2315","e7eb4eb1fba968f75f75040ad2de8570_405","5974397fafb4265a64d121638449c96c_79","DRO_0021.p01","5b1dec001b64d68f08bc514628990a75_5150"
"purE","","5-(carboxyamino)imidazole ribonucleotide mutase","7","7","1","1","51","1","51","","485","533","526","DR_0023.p01","A2G07_00270.p01","a6679ee1dd99a76d4f263da36fcf6004_7516","","e7eb4eb1fba968f75f75040ad2de8570_388","5974397fafb4265a64d121638449c96c_97","DRO_0024.p01","5b1dec001b64d68f08bc514628990a75_5168"
"DR_0029","","thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha","7","7","1","1","45","1","45","","1106","1145","1122","DR_0029.p01","A2G07_00240.p01","a6679ee1dd99a76d4f263da36fcf6004_7540","689a1f7569cd370648666ad3906989ad_2355","e7eb4eb1fba968f75f75040ad2de8570_364","5974397fafb4265a64d121638449c96c_121","DRO_0030.p01",""
"DR_0039","","HD domain-containing protein","7","7","1","1","35","1","35","","1118","1154","1133","DR_0039.p01","A2G07_00190.p01","a6679ee1dd99a76d4f263da36fcf6004_7580","689a1f7569cd370648666ad3906989ad_2395","e7eb4eb1fba968f75f75040ad2de8570_326","5974397fafb4265a64d121638449c96c_161","","5b1dec001b64d68f08bc514628990a75_5226"
"DRO_0042","","hypothetical protein","7","7","1","1","34","1","34","","317","476","385","DR_0040.p01","A2G07_00185.p01","a6679ee1dd99a76d4f263da36fcf6004_7584","689a1f7569cd370648666ad3906989ad_2399","e7eb4eb1fba968f75f75040ad2de8570_322","5974397fafb4265a64d121638449c96c_165","DRO_0042.p01",""
"HAV23_03340","","short-chain dehydrogenase","7","7","1","1","1645","1","916","","767","797","781","DR_0088.p01","A2G07_13065.p01","a6679ee1dd99a76d4f263da36fcf6004_7782","689a1f7569cd370648666ad3906989ad_2593","e7eb4eb1fba968f75f75040ad2de8570_132","5974397fafb4265a64d121638449c96c_366","DRO_0088.p01",""
"E5E91_00480","","1-acyl-sn-glycerol-3-phosphate acyltransferase","7","7","1","1","1647","1","918","","668","698","685","DR_0090.p01","A2G07_13055.p01","a6679ee1dd99a76d4f263da36fcf6004_7790","689a1f7569cd370648666ad3906989ad_2601","e7eb4eb1fba968f75f75040ad2de8570_124","5974397fafb4265a64d121638449c96c_374","DRO_0090.p01",""
"A2G07_12905","","metalloenzyme domain protein","7","7","1","1","1677","1","948","","809","842","827","DR_0122.p01","A2G07_12905.p01","a6679ee1dd99a76d4f263da36fcf6004_7911","689a1f7569cd370648666ad3906989ad_2721","e7eb4eb1fba968f75f75040ad2de8570_11","5974397fafb4265a64d121638449c96c_496","DRO_0120.p01",""
"DRO_0148","","NUDIX domain-containing protein","7","7","1","1","1699","1","970","","461","611","525","DR_0149.p01","A2G07_12785.p01","a6679ee1dd99a76d4f263da36fcf6004_8016","689a1f7569cd370648666ad3906989ad_2816","e7eb4eb1fba968f75f75040ad2de8570_9990","5974397fafb4265a64d121638449c96c_599","DRO_0148.p01",""
"rplM","","50S ribosomal protein L13","7","7","1","1","1724","1","995","","440","524","452","DR_0174.p01","A2G07_12660.p01","a6679ee1dd99a76d4f263da36fcf6004_8119","689a1f7569cd370648666ad3906989ad_2911","e7eb4eb1fba968f75f75040ad2de8570_9896","5974397fafb4265a64d121638449c96c_702","DRO_0174.p01",""
"DXG80_10575","","glycogen debranching protein","7","7","1","1","1740","1","1011","","2339","2414","2403","DR_0191.p01","A2G07_12575.p01","a6679ee1dd99a76d4f263da36fcf6004_8187","689a1f7569cd370648666ad3906989ad_2979","e7eb4eb1fba968f75f75040ad2de8570_9831","5974397fafb4265a64d121638449c96c_770","DRO_0191.p01",""
"HAV23_03910","","hypothetical protein","7","7","1","1","1755","1","1026","","329","398","388","DR_0206.p01","A2G07_12500.p01","a6679ee1dd99a76d4f263da36fcf6004_8247","689a1f7569cd370648666ad3906989ad_3039","e7eb4eb1fba968f75f75040ad2de8570_9771","5974397fafb4265a64d121638449c96c_830","DRO_0206.p01",""
"DXG80_10665","","methylenetetrahydrofolate--tRNA-(uracil(54)- C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO","7","7","1","1","1758","1","1029","","1397","1448","1418","DR_0209.p01","A2G07_12485.p01","a6679ee1dd99a76d4f263da36fcf6004_8259","689a1f7569cd370648666ad3906989ad_3051","e7eb4eb1fba968f75f75040ad2de8570_9759","5974397fafb4265a64d121638449c96c_842","DRO_0209.p01",""
"A2G07_12370","","amidase","7","7","1","1","1781","1","1052","","1556","1685","1574","DR_0235.p01","A2G07_12370.p01","a6679ee1dd99a76d4f263da36fcf6004_8363","689a1f7569cd370648666ad3906989ad_3149","e7eb4eb1fba968f75f75040ad2de8570_9665","5974397fafb4265a64d121638449c96c_946","DRO_0234.p01",""
