"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000145615.1","GCA_000189775.3","GCA_000307585.2","GCA_000328545.1","GCA_002250075.1"
"xylk2","","xylulokinase","1","1","1","","","","","","1529","1529","1529","","","","","Thert_01962.p01"
"Thert_01963","","response regulator containing CheY-like receiver domain and AraC-type DNA-binding domain","1","1","1","","","","","","1055","1055","1055","","","","","Thert_01963.p01"
"Thert_01964","","histidine kinase","1","1","1","","","","","","629","629","629","","","","","Thert_01964.p01"
"Thert_01965","","histidine kinase","1","1","1","","","","","","584","584","584","","","","","Thert_01965.p01"
"Thert_01980","","phosphopantothenate--cysteine ligase","1","1","1","","","","","","749","749","749","","","","","Thert_01980.p01"
"Thert_01990","","helix-turn-helix RpiR family protein","1","1","1","","","","","","752","752","752","","","","","Thert_01990.p01"
"gluE","","6-phospho-alpha-glucosidase","1","1","1","","","","","","1322","1322","1322","","","","","Thert_01994.p01"
"gptB","","PTS system, glucose transporter subunit IIB","1","1","1","","","","","","1610","1610","1610","","","","","Thert_01995.p01"
"gptA","","glucose-specific phosphotransferase enzyme IIA component","1","1","1","","","","","","503","503","503","","","","","Thert_01996.p01"
"Thert_01997","","putative membrane protein","1","1","1","","","","","","320","320","320","","","","","Thert_01997.p01"
"Thert_01998","","glycerate kinase","1","1","1","","","","","","1160","1160","1160","","","","","Thert_01998.p01"
"Thert_01999","","restriction type II-like superfamily protein","1","1","1","","","","","","932","932","932","","","","","Thert_01999.p01"
"Thert_02000","","DNA-binding protein","1","1","1","","","","","","200","200","200","","","","","Thert_02000.p01"
"Thert_02001","","uncharacterized protein","1","1","1","","","","","","200","200","200","","","","","Thert_02001.p01"
"Thert_02002","","CHC2 zinc finger domain protein","1","1","1","","","","","","647","647","647","","","","","Thert_02002.p01"
"Thert_02004","","hypothetical protein","1","1","1","","","","","","1397","1397","1397","","","","","Thert_02004.p01"
"Thert_02005","","DNA polymerase POL2","1","1","1","","","","","","413","413","413","","","","","Thert_02005.p01"
"Thert_02006","","phage infection protein","1","1","1","","","","","","608","608","608","","","","","Thert_02006.p01"
"Thert_02007","","NLI interacting factor family","1","1","1","","","","","","197","197","197","","","","","Thert_02007.p01"
"Thert_02008","","uncharacterized protein","1","1","1","","","","","","161","161","161","","","","","Thert_02008.p01"
"Thert_02009","","uncharacterized protein","1","1","1","","","","","","116","116","116","","","","","Thert_02009.p01"
"Thert_02010","","transcriptional regulator","1","1","1","","","","","","164","164","164","","","","","Thert_02010.p01"
"Thert_02012","","putative transcriptional regulator","1","1","1","","","","","","155","155","155","","","","","Thert_02012.p01"
"Thert_02013","","4Fe-4S ferredoxin","1","1","1","","","","","","185","185","185","","","","","Thert_02013.p01"
"Thert_02014","","NADH dehydrogenase subunit 2","1","1","1","","","","","","203","203","203","","","","","Thert_02014.p01"
"Thert_02015","","8-amino-7-oxononanoate synthase","1","1","1","","","","","","305","305","305","","","","","Thert_02015.p01"
"Thert_02016","","CRISPR-associated protein, Csx3 family","1","1","1","","","","","","254","254","254","","","","","Thert_02016.p01"
"Thert_02017","","integrase family protein","1","1","1","","","","","","1205","1205","1205","","","","","Thert_02017.p01"
"Thert_02026","","coat F domain protein","1","1","1","","","","","","275","275","275","","","","","Thert_02026.p01"
"Thert_02033","","hypothetical protein","1","1","1","","","","","","131","131","131","","","","","Thert_02033.p01"
"Thert_02051","","ATP-dependent DNA helicase","1","1","1","","","","","","308","308","308","","","","","Thert_02051.p01"
"Thert_02053","","hypothetical protein","1","1","1","","","","","","1238","1238","1238","","","","","Thert_02053.p01"
"Thert_02055","","ABC transporter substrate binding protein","1","1","1","","","","","","167","167","167","","","","","Thert_02055.p01"
"Thert_02056","","Uma2 family endonuclease","1","1","1","","","","","","566","566","566","","","","","Thert_02056.p01"
"Thert_02057","","hypothetical protein","1","1","1","","","","","","359","359","359","","","","","Thert_02057.p01"
"Thert_02058","","S23 ribosomal protein","1","1","1","","","","","","386","386","386","","","","","Thert_02058.p01"
"Thert_02059","","amino acid adenylation domain-containing protein","1","1","1","","","","","","116","116","116","","","","","Thert_02059.p01"
"Thert_02060","","actin-like atpase involved in cell division","1","1","1","","","","","","908","908","908","","","","","Thert_02060.p01"
"Thert_02061","","nucleotide pyrophosphohydrolase","1","1","1","","","","","","281","281","281","","","","","Thert_02061.p01"
"Thert_02062","","hypothetical protein","1","1","1","","","","","","161","161","161","","","","","Thert_02062.p01"
"Thert_02063","","P2Y purinoceptor 12","1","1","1","","","","","","818","818","818","","","","","Thert_02063.p01"
"Thert_02064","","hypothetical protein","1","1","1","","","","","","287","287","287","","","","","Thert_02064.p01"
"Thert_02065","","DNA primase","1","1","1","","","","","","1973","1973","1973","","","","","Thert_02065.p01"
"Thert_02066","","stage V sporulation protein S","1","1","1","","","","","","293","293","293","","","","","Thert_02066.p01"
"Thert_02067","","type I toxin-antitoxin system","1","1","1","","","","","","224","224","224","","","","","Thert_02067.p01"
"Thert_02068","","metal-dependent hydrolase","1","1","1","","","","","","344","344","344","","","","","Thert_02068.p01"
"Thert_02073","","zinc-dependent protease","1","1","1","","","","","","440","440","440","","","","","Thert_02073.p01"
"Thert_02074","","peptidase 1","1","1","1","","","","","","1013","1013","1013","","","","","Thert_02074.p01"
"Thert_02075","","peptidase 1","1","1","1","","","","","","293","293","293","","","","","Thert_02075.p01"
"Thert_02076","","structural maintenance-chromosomes protein 3","1","1","1","","","","","","611","611","611","","","","","Thert_02076.p01"
"Thert_02077","","restriction endonuclease family protein","1","1","1","","","","","","3203","3203","3203","","","","","Thert_02077.p01"
"Thert_02078","","ArsR family transcriptional regulator","1","1","1","","","","","","782","782","782","","","","","Thert_02078.p01"
"Thert_02079","","atpase AAA","1","1","1","","","","","","458","458","458","","","","","Thert_02079.p01"
"Thert_02080","","atp:cob alamin adenosyltransferase","1","1","1","","","","","","4145","4145","4145","","","","","Thert_02080.p01"
"Thert_02081","","chemotaxis protein","1","1","1","","","","","","2474","2474","2474","","","","","Thert_02081.p01"
"Thert_02082","","ATP/GTP binding protein","1","1","1","","","","","","1280","1280","1280","","","","","Thert_02082.p01"
"Thert_02083","","DEAD/DEAH box helicase","1","1","1","","","","","","2147","2147","2147","","","","","Thert_02083.p01"
"Thert_02084","","phage protein","1","1","1","","","","","","314","314","314","","","","","Thert_02084.p01"
"Thert_02085","","SEFIR domain containing protein","1","1","1","","","","","","974","974","974","","","","","Thert_02085.p01"
"Thert_02086","","phage protein","1","1","1","","","","","","449","449","449","","","","","Thert_02086.p01"
"Thert_02089","","ADP-ribosyl-(dinitrogen reductase) hydrolase","1","1","1","","","","","","893","893","893","","","","","Thert_02089.p01"
"Thert_02090","","membrane protein","1","1","1","","","","","","515","515","515","","","","","Thert_02090.p01"
"Thert_02091","","laglidadg homing endonuclease","1","1","1","","","","","","722","722","722","","","","","Thert_02091.p01"
"Thert_02092","","hypothetical protein","1","1","1","","","","","","134","134","134","","","","","Thert_02092.p01"
"Thert_02094","","integrase","1","1","1","","","","","","830","830","830","","","","","Thert_02094.p01"
"Thert_02095","","transposase","1","1","1","","","","","","179","179","179","","","","","Thert_02095.p01"
"Thert_02096","","hypothetical protein","1","1","1","","","","","","296","296","296","","","","","Thert_02096.p01"
"Thert_02097","","hypothetical protein","1","1","1","","","","","","860","860","860","","","","","Thert_02097.p01"
"Thert_02098","","membrane protein","1","1","1","","","","","","200","200","200","","","","","Thert_02098.p01"
"Thert_02099","","integrase","1","1","1","","","","","","890","890","890","","","","","Thert_02099.p01"
"Thert_02100","","type III restriction protein res subunit","1","1","1","","","","","","2924","2924","2924","","","","","Thert_02100.p01"
"Thert_02101","","sec-C motif family protein","1","1","1","","","","","","1172","1172","1172","","","","","Thert_02101.p01"
"Thert_02102","","hypothetical protein","1","1","1","","","","","","461","461","461","","","","","Thert_02102.p01"
"Thert_02103","","Tn7 transposition protein A","1","1","1","","","","","","845","845","845","","","","","Thert_02103.p01"
"Thert_02104","","DNA-binding protein","1","1","1","","","","","","2165","2165","2165","","","","","Thert_02104.p01"
"Thert_02106","","tn7 transposition protein D","1","1","1","","","","","","1874","1874","1874","","","","","Thert_02106.p01"
"Thert_02107","","phage shock protein","1","1","1","","","","","","812","812","812","","","","","Thert_02107.p01"
"Thert_02109","","DNA methylase-type I restriction-modification system","1","1","1","","","","","","1274","1274","1274","","","","","Thert_02109.p01"
"Thert_02110","","hypothetical protein","1","1","1","","","","","","230","230","230","","","","","Thert_02110.p01"
"Thert_02111","","ABC transporter A family member 11","1","1","1","","","","","","362","362","362","","","","","Thert_02111.p01"
"Thert_02112","","N-6 DNA methylase","1","1","1","","","","","","1886","1886","1886","","","","","Thert_02112.p01"
"Thert_02113","","restriction modification system DNA specificity domain-containing protein","1","1","1","","","","","","1418","1418","1418","","","","","Thert_02113.p01"
"Thert_02114","","dihydroxy-acid dehydratase","1","1","1","","","","","","1055","1055","1055","","","","","Thert_02114.p01"
"Thert_02115","","membrane protein","1","1","1","","","","","","1055","1055","1055","","","","","Thert_02115.p01"
"Thert_02116","","hypothetical protein","1","1","1","","","","","","4061","4061","4061","","","","","Thert_02116.p01"
"Thert_02117","","Rhs family protein fused with Integrin alpha N-terminal domain","1","1","1","","","","","","800","800","800","","","","","Thert_02117.p01"
"Thert_02118","","hypothetical protein","1","1","1","","","","","","1160","1160","1160","","","","","Thert_02118.p01"
"Thert_02119","","nucleoside triphosphate hydrolase","1","1","1","","","","","","1688","1688","1688","","","","","Thert_02119.p01"
"Thert_02120","","hypothetical protein","1","1","1","","","","","","641","641","641","","","","","Thert_02120.p01"
"Thert_02121","","serine threonine protein kinase","1","1","1","","","","","","1463","1463","1463","","","","","Thert_02121.p01"
"Thert_02122","","SMC domain protein","1","1","1","","","","","","665","665","665","","","","","Thert_02122.p01"
"Thert_02123","","cellobiose phosphorylase","1","1","1","","","","","","602","602","602","","","","","Thert_02123.p01"
"Thert_02125","","phosphoglycolate phosphatase","1","1","1","","","","","","125","125","125","","","","","Thert_02125.p01"
"Thert_02127","","Zn peptidase","1","1","1","","","","","","791","791","791","","","","","Thert_02127.p01"
"Thert_02129","","uncharacterized protein","1","1","1","","","","","","143","143","143","","","","","Thert_02129.p01"
"Thert_02130","","RimK-like ATP-grasp domain protein","1","1","1","","","","","","947","947","947","","","","","Thert_02130.p01"
"Thert_02131","","uncharacterized protein","1","1","1","","","","","","893","893","893","","","","","Thert_02131.p01"
"Thert_02132","","Tn7 transposition protein D","1","1","1","","","","","","113","113","113","","","","","Thert_02132.p01"
"Thert_02133","","Tn7-like transposition protein D","1","1","1","","","","","","128","128","128","","","","","Thert_02133.p01"
"Thert_02134","","type IV secretion protein Rhs","1","1","1","","","","","","5939","5939","5939","","","","","Thert_02134.p01"
"Thert_02141","","NTP pyrophosphohydrolase","1","1","1","","","","","","179","179","179","","","","","Thert_02141.p01"
"Thert_02147","","hypothetical protein","1","1","1","","","","","","119","119","119","","","","","Thert_02147.p01"
"Thert_02215","","glycosyl transferase family 2","1","1","1","","","","","","113","113","113","","","","","Thert_02215.p01"
"Thert_02282","","sugar phosphate isomerase","1","1","1","","","","","","170","170","170","","","","","Thert_02282.p01"
"Thert_02297","","LacI family transcriptional regulator","1","1","1","","","","","","1010","1010","1010","","","","","Thert_02297.p01"
"Thert_02302","","ABC transporter, solute-binding protein","1","1","1","","","","","","1766","1766","1766","","","","","Thert_02302.p01"
"fuc1","","alpha-L-fucosidase","1","1","1","","","","","","1073","1073","1073","","","","","Thert_02303.p01"
