"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_001399775.1","GCA_018771645.1","GCA_028472205.1"
"TO73_0024","","hydrolase (HAD superfamily)","1","1","1","","","","","","551","551","551","TO73_0024.p01","",""
"TO73_0025","","hypothetical protein","1","1","1","","","","","","320","320","320","TO73_0025.p01","",""
"KNN15_10015","","HEPN domain-containing protein","1","1","1","","","","","","383","383","383","","1a7f36f5a39ec6a4fe158fba3bbbf404_7870",""
"KNN15_10020","","nucleotidyltransferase domain-containing protein","1","1","1","","","","","","380","380","380","","1a7f36f5a39ec6a4fe158fba3bbbf404_7874",""
"TO73_0026","","5-FCL-like protein","1","1","1","","","","","","560","560","560","TO73_0026.p01","",""
"KNN15_10065","","site-specific integrase","1","1","1","","","","","","1196","1196","1196","","1a7f36f5a39ec6a4fe158fba3bbbf404_7907",""
"KNN15_10070","","hypothetical protein","1","1","1","","","","","","419","419","419","","1a7f36f5a39ec6a4fe158fba3bbbf404_7911",""
"KNN15_10075","","hypothetical protein","1","1","1","","","","","","572","572","572","","1a7f36f5a39ec6a4fe158fba3bbbf404_7915",""
"KNN15_10080","","site-specific DNA-methyltransferase","1","1","1","","","","","","701","701","701","","1a7f36f5a39ec6a4fe158fba3bbbf404_7919",""
"KNN15_10085","","DNA repair protein RecN","1","1","1","","","","","","374","374","374","","1a7f36f5a39ec6a4fe158fba3bbbf404_7923",""
"KNN15_10090","","hypothetical protein","1","1","1","","","","","","224","224","224","","1a7f36f5a39ec6a4fe158fba3bbbf404_7927",""
"KNN15_10095","","hypothetical protein","1","1","1","","","","","","311","311","311","","1a7f36f5a39ec6a4fe158fba3bbbf404_7931",""
"KNN15_10100","","hypothetical protein","1","1","1","","","","","","296","296","296","","1a7f36f5a39ec6a4fe158fba3bbbf404_7935",""
"KNN15_10105","","hypothetical protein","1","1","1","","","","","","335","335","335","","1a7f36f5a39ec6a4fe158fba3bbbf404_7939",""
"TO73_0027","","hypothetical protein","1","1","1","","","","","","239","239","239","TO73_0027.p01","",""
"KNN15_10110","","AAA family ATPase","1","1","1","","","","","","1154","1154","1154","","1a7f36f5a39ec6a4fe158fba3bbbf404_7943",""
"KNN15_10115","","bifunctional DNA primase/polymerase","1","1","1","","","","","","977","977","977","","1a7f36f5a39ec6a4fe158fba3bbbf404_7947",""
"KNN15_10120","","recombinase RecT","1","1","1","","","","","","809","809","809","","1a7f36f5a39ec6a4fe158fba3bbbf404_7951",""
"KNN15_10125","","hypothetical protein","1","1","1","","","","","","179","179","179","","1a7f36f5a39ec6a4fe158fba3bbbf404_7955",""
"KNN15_10130","","hypothetical protein","1","1","1","","","","","","170","170","170","","1a7f36f5a39ec6a4fe158fba3bbbf404_7959",""
"KNN15_10135","","hypothetical protein","1","1","1","","","","","","155","155","155","","1a7f36f5a39ec6a4fe158fba3bbbf404_7963",""
"KNN15_10140","","hypothetical protein","1","1","1","","","","","","221","221","221","","1a7f36f5a39ec6a4fe158fba3bbbf404_7967",""
"KNN15_10145","","hypothetical protein","1","1","1","","","","","","161","161","161","","1a7f36f5a39ec6a4fe158fba3bbbf404_7971",""
"KNN15_10150","","regulatory protein GemA","1","1","1","","","","","","284","284","284","","1a7f36f5a39ec6a4fe158fba3bbbf404_7975",""
"KNN15_10155","","hypothetical protein","1","1","1","","","","","","239","239","239","","1a7f36f5a39ec6a4fe158fba3bbbf404_7979",""
"TO73_0028","","DNA polymerase III alpha subunit","1","1","1","","","","","","4937","4937","4937","TO73_0028.p01","",""
"KNN15_10160","","hypothetical protein","1","1","1","","","","","","782","782","782","","1a7f36f5a39ec6a4fe158fba3bbbf404_7983",""
"KNN15_10205","","hypothetical protein","1","1","1","","","","","","239","239","239","","1a7f36f5a39ec6a4fe158fba3bbbf404_8019",""
"KNN15_10210","","type II toxin-antitoxin system PemK/MazF family toxin","1","1","1","","","","","","341","341","341","","1a7f36f5a39ec6a4fe158fba3bbbf404_8023",""
"KNN15_10220","","fatty acid desaturase","1","1","1","","","","","","1034","1034","1034","","1a7f36f5a39ec6a4fe158fba3bbbf404_8031",""
"TO73_0031","","RNA methyltransferase, TrmH family","1","1","1","","","","","","788","788","788","TO73_0031.p01","",""
"KNN15_10235","","EAL domain-containing protein","1","1","1","","","","","","3029","3029","3029","","1a7f36f5a39ec6a4fe158fba3bbbf404_8039",""
"TO73_0032","","6-carboxyhexanoate--CoA ligase","1","1","1","","","","","","2228","2228","2228","TO73_0032.p01","",""
"TO73_0035","","maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE","1","1","1","","","","","","1289","1289","1289","TO73_0035.p01","",""
"TO73_0036","","maltose/maltodextrin ABC transporter, permease protein MalF","1","1","1","","","","","","875","875","875","TO73_0036.p01","",""
"TO73_0037","","maltose/maltodextrin ABC transporter, permease protein MalG","1","1","1","","","","","","842","842","842","TO73_0037.p01","",""
"TO73_0038","","hypothetical protein","1","1","1","","","","","","197","197","197","TO73_0038.p01","",""
"KNN15_10545","","cation:proton antiporter","1","1","1","","","","","","1169","1169","1169","","1a7f36f5a39ec6a4fe158fba3bbbf404_8285",""
"KNN15_10550","","universal stress protein","1","1","1","","","","","","419","419","419","","1a7f36f5a39ec6a4fe158fba3bbbf404_8289",""
"KNN15_10555","","hypothetical protein","1","1","1","","","","","","401","401","401","","1a7f36f5a39ec6a4fe158fba3bbbf404_8293",""
"KNN15_10560","","hypothetical protein","1","1","1","","","","","","176","176","176","","1a7f36f5a39ec6a4fe158fba3bbbf404_8297",""
"KNN15_10565","","DUF190 domain-containing protein","1","1","1","","","","","","335","335","335","","1a7f36f5a39ec6a4fe158fba3bbbf404_8301",""
"KNN15_10570","","MFS transporter","1","1","1","","","","","","1118","1118","1118","","1a7f36f5a39ec6a4fe158fba3bbbf404_8305",""
"KNN15_10575","","hypothetical protein","1","1","1","","","","","","608","608","608","","1a7f36f5a39ec6a4fe158fba3bbbf404_8309",""
"TO73_0039","","hypothetical protein","1","1","1","","","","","","176","176","176","TO73_0039.p01","",""
"KNN15_10580","","DNA mismatch repair protein MutS","1","1","1","","","","","","1460","1460","1460","","1a7f36f5a39ec6a4fe158fba3bbbf404_8313",""
"KNN15_10585","","DNA mismatch repair protein MutS","1","1","1","","","","","","1547","1547","1547","","1a7f36f5a39ec6a4fe158fba3bbbf404_8317",""
"KNN15_10590","","hypothetical protein","1","1","1","","","","","","416","416","416","","1a7f36f5a39ec6a4fe158fba3bbbf404_8321",""
"KNN15_10595","","HAMP domain-containing histidine kinase","1","1","1","","","","","","1250","1250","1250","","1a7f36f5a39ec6a4fe158fba3bbbf404_8325",""
"KNN15_10600","","response regulator transcription factor","1","1","1","","","","","","662","662","662","","1a7f36f5a39ec6a4fe158fba3bbbf404_8329",""
"KNN15_10605","","cytochrome c","1","1","1","","","","","","446","446","446","","1a7f36f5a39ec6a4fe158fba3bbbf404_8333",""
"KNN15_10610","","Nramp family divalent metal transporter","1","1","1","","","","","","1232","1232","1232","","1a7f36f5a39ec6a4fe158fba3bbbf404_8337",""
"KNN15_10615","","hypothetical protein","1","1","1","","","","","","302","302","302","","1a7f36f5a39ec6a4fe158fba3bbbf404_8341",""
"KNN15_10620","","polysaccharide deacetylase family protein","1","1","1","","","","","","1127","1127","1127","","1a7f36f5a39ec6a4fe158fba3bbbf404_8345",""
"KNN15_10625","","DUF5009 domain-containing protein","1","1","1","","","","","","1004","1004","1004","","1a7f36f5a39ec6a4fe158fba3bbbf404_8349",""
"TO73_0040","","phosphoglucomutase","1","1","1","","","","","","1574","1574","1574","TO73_0040.p01","",""
"KNN15_10630","","twin-arginine translocase TatA/TatE family subunit","1","1","1","","","","","","233","233","233","","1a7f36f5a39ec6a4fe158fba3bbbf404_8353",""
"KNN15_10635","","DUF421 domain-containing protein","1","1","1","","","","","","518","518","518","","1a7f36f5a39ec6a4fe158fba3bbbf404_8357",""
"KNN15_10640","","PIG-L family deacetylase","1","1","1","","","","","","908","908","908","","1a7f36f5a39ec6a4fe158fba3bbbf404_8361",""
"KNN15_10645","","AI-2E family transporter","1","1","1","","","","","","941","941","941","","1a7f36f5a39ec6a4fe158fba3bbbf404_8365",""
"KNN15_10655","","hypothetical protein","1","1","1","","","","","","380","380","380","","1a7f36f5a39ec6a4fe158fba3bbbf404_8371",""
"KNN15_10660","","nitrate/sulfonate/bicarbonate ABC transporter ATP-binding protein","1","1","1","","","","","","1256","1256","1256","","1a7f36f5a39ec6a4fe158fba3bbbf404_8375",""
"KNN15_10665","","ABC transporter permease subunit","1","1","1","","","","","","1673","1673","1673","","1a7f36f5a39ec6a4fe158fba3bbbf404_8379",""
"KNN15_10670","","MerR family transcriptional regulator","1","1","1","","","","","","617","617","617","","1a7f36f5a39ec6a4fe158fba3bbbf404_8383",""
"KNN15_10675","","VWA domain-containing protein","1","1","1","","","","","","1244","1244","1244","","1a7f36f5a39ec6a4fe158fba3bbbf404_8387",""
"KNN15_10680","","hypothetical protein","1","1","1","","","","","","368","368","368","","1a7f36f5a39ec6a4fe158fba3bbbf404_8391",""
"TO73_0041","","peptidyl-prolyl cis-trans isomerase, PpiC family","1","1","1","","","","","","1811","1811","1811","TO73_0041.p01","",""
"KNN15_10685","","site-specific DNA-methyltransferase","1","1","1","","","","","","953","953","953","","1a7f36f5a39ec6a4fe158fba3bbbf404_8395",""
"KNN15_10690","","hypothetical protein","1","1","1","","","","","","599","599","599","","1a7f36f5a39ec6a4fe158fba3bbbf404_8399",""
"KNN15_10695","","TIM barrel protein","1","1","1","","","","","","1847","1847","1847","","1a7f36f5a39ec6a4fe158fba3bbbf404_8403",""
"KNN15_10700","","alcohol dehydrogenase catalytic domain-containing protein","1","1","1","","","","","","971","971","971","","1a7f36f5a39ec6a4fe158fba3bbbf404_8407",""
"KNN15_10705","","tripartite tricarboxylate transporter permease","1","1","1","","","","","","1493","1493","1493","","1a7f36f5a39ec6a4fe158fba3bbbf404_8411",""
"KNN15_10710","","tripartite tricarboxylate transporter TctB family protein","1","1","1","","","","","","416","416","416","","1a7f36f5a39ec6a4fe158fba3bbbf404_8415",""
"KNN15_10715","","tripartite tricarboxylate transporter substrate binding protein","1","1","1","","","","","","971","971","971","","1a7f36f5a39ec6a4fe158fba3bbbf404_8419",""
"KNN15_10720","","catechol 2,3-dioxygenase","1","1","1","","","","","","998","998","998","","1a7f36f5a39ec6a4fe158fba3bbbf404_8423",""
"KNN15_10725","","GntR family transcriptional regulator","1","1","1","","","","","","659","659","659","","1a7f36f5a39ec6a4fe158fba3bbbf404_8427",""
"KNN15_10740","","PIG-L family deacetylase","1","1","1","","","","","","710","710","710","","1a7f36f5a39ec6a4fe158fba3bbbf404_8435",""
"TO73_0044","","fosmidomycin resistance protein","1","1","1","","","","","","1133","1133","1133","TO73_0044.p01","",""
"KNN15_10745","","4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase","1","1","1","","","","","","668","668","668","","1a7f36f5a39ec6a4fe158fba3bbbf404_8439",""
"KNN15_10750","","DUF1932 domain-containing protein","1","1","1","","","","","","794","794","794","","1a7f36f5a39ec6a4fe158fba3bbbf404_8443",""
"KNN15_10755","","4-hydroxybenzoate 3-monooxygenase","1","1","1","","","","","","1214","1214","1214","","1a7f36f5a39ec6a4fe158fba3bbbf404_8447",""
"KNN15_10760","","dihydrodiol dehydrogenase","1","1","1","","","","","","251","251","251","","1a7f36f5a39ec6a4fe158fba3bbbf404_8451",""
"KNN15_10765","","3-phenylpropionate/cinnamic acid dioxygenase subunit beta","1","1","1","","","","","","512","512","512","","1a7f36f5a39ec6a4fe158fba3bbbf404_8455",""
"KNN15_10770","","aromatic ring-hydroxylating dioxygenase subunit alpha","1","1","1","","","","","","1337","1337","1337","","1a7f36f5a39ec6a4fe158fba3bbbf404_8459",""
"KNN15_10775","","ATP-binding cassette domain-containing protein","1","1","1","","","","","","1454","1454","1454","","1a7f36f5a39ec6a4fe158fba3bbbf404_8463",""
"KNN15_10780","","branched-chain amino acid ABC transporter permease","1","1","1","","","","","","950","950","950","","1a7f36f5a39ec6a4fe158fba3bbbf404_8467",""
"KNN15_10785","","branched-chain amino acid ABC transporter permease","1","1","1","","","","","","863","863","863","","1a7f36f5a39ec6a4fe158fba3bbbf404_8471",""
"KNN15_10790","","ABC transporter substrate-binding protein","1","1","1","","","","","","1190","1190","1190","","1a7f36f5a39ec6a4fe158fba3bbbf404_8475",""
"TO73_0045","","universal stress protein UspA-like","1","1","1","","","","","","806","806","806","TO73_0045.p01","",""
"KNN15_10795","","catechol 2,3-dioxygenase","1","1","1","","","","","","971","971","971","","1a7f36f5a39ec6a4fe158fba3bbbf404_8479",""
"KNN15_10800","","carboxymuconolactone decarboxylase family protein","1","1","1","","","","","","386","386","386","","1a7f36f5a39ec6a4fe158fba3bbbf404_8483",""
"KNN15_10805","","IclR family transcriptional regulator","1","1","1","","","","","","782","782","782","","1a7f36f5a39ec6a4fe158fba3bbbf404_8487",""
"KNN15_10810","","acetaldehyde dehydrogenase (acetylating)","1","1","1","","","","","","920","920","920","","1a7f36f5a39ec6a4fe158fba3bbbf404_8491",""
"dmpG","","4-hydroxy-2-oxovalerate aldolase","1","1","1","","","","","","1043","1043","1043","","1a7f36f5a39ec6a4fe158fba3bbbf404_8495",""
"KNN15_10820","","tautomerase family protein","1","1","1","","","","","","194","194","194","","1a7f36f5a39ec6a4fe158fba3bbbf404_8499",""
"KNN15_10825","","fumarylacetoacetate hydrolase family protein","1","1","1","","","","","","695","695","695","","1a7f36f5a39ec6a4fe158fba3bbbf404_8503",""
"KNN15_10830","","aldehyde dehydrogenase","1","1","1","","","","","","1508","1508","1508","","1a7f36f5a39ec6a4fe158fba3bbbf404_8507",""
"KNN15_10835","","fumarylacetoacetate hydrolase family protein","1","1","1","","","","","","776","776","776","","1a7f36f5a39ec6a4fe158fba3bbbf404_8511",""
"KNN15_10840","","hypothetical protein","1","1","1","","","","","","176","176","176","","1a7f36f5a39ec6a4fe158fba3bbbf404_8515",""
"TO73_0046","","inosine-5'-monophosphate dehydrogenase","1","1","1","","","","","","431","431","431","TO73_0046.p01","",""
"cbiB","","adenosylcobinamide-phosphate synthase CbiB","1","1","1","","","","","","848","848","848","","1a7f36f5a39ec6a4fe158fba3bbbf404_8519",""
"KNN15_10850","","cupin domain-containing protein","1","1","1","","","","","","731","731","731","","1a7f36f5a39ec6a4fe158fba3bbbf404_8523",""
"KNN15_10855","","OsmC family protein","1","1","1","","","","","","560","560","560","","1a7f36f5a39ec6a4fe158fba3bbbf404_8527",""
"KNN15_10860","","AAA family ATPase","1","1","1","","","","","","3335","3335","3335","","1a7f36f5a39ec6a4fe158fba3bbbf404_8531",""
"KNN15_10865","","histidine phosphatase family protein","1","1","1","","","","","","536","536","536","","1a7f36f5a39ec6a4fe158fba3bbbf404_8535",""
"cobT","","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase","1","1","1","","","","","","1013","1013","1013","","1a7f36f5a39ec6a4fe158fba3bbbf404_8539",""
"TO73_0047","","hypothetical protein","1","1","1","","","","","","347","347","347","TO73_0047.p01","",""
"cobA","","uroporphyrinogen-III C-methyltransferase","1","1","1","","","","","","725","725","725","","1a7f36f5a39ec6a4fe158fba3bbbf404_8561",""
"TO73_0052","","tRNA-Gly","1","1","1","","","","","","72","72","72","TO73_0052.r01","",""
"KNN15_10970","","alkaline phosphatase","1","1","1","","","","","","1505","1505","1505","","1a7f36f5a39ec6a4fe158fba3bbbf404_8618",""
"TO73_0054","","phosphoglycerate mutase family protein","1","1","1","","","","","","629","629","629","TO73_0054.p01","",""
"TO73_0055","","phosphoribosylformylglycinamidine cyclo-ligase","1","1","1","","","","","","1001","1001","1001","TO73_0055.p01","",""
"TO73_0056","","aspartyl-tRNA(Asn) amidotransferase subunit B Glutamyl-tRNA (Gln) amidotransferase subunit B","1","1","1","","","","","","1409","1409","1409","TO73_0056.p01","",""
"KNN15_11170","","MFS transporter","1","1","1","","","","","","2033","2033","2033","","1a7f36f5a39ec6a4fe158fba3bbbf404_8777",""
"TO73_0057","","twitching motility protein PilT","1","1","1","","","","","","1088","1088","1088","TO73_0057.p01","",""
"KNN15_11175","","MarR family transcriptional regulator","1","1","1","","","","","","401","401","401","","1a7f36f5a39ec6a4fe158fba3bbbf404_8781",""
"KNN15_11200","","integrase core domain-containing protein","1","1","1","","","","","","1079","1079","1079","","1a7f36f5a39ec6a4fe158fba3bbbf404_8801",""
"TO73_0058","","phage adsorption protein / type IV fimbrial assembly, ATPase PilB","1","1","1","","","","","","2669","2669","2669","TO73_0058.p01","",""
"TO73_0059","","Hydrolase, HAD subfamily IIIA","1","1","1","","","","","","482","482","482","TO73_0059.p01","",""
"TO73_0060","","hypothetical protein","1","1","1","","","","","","734","734","734","TO73_0060.p01","",""
"mfd","","transcription-repair coupling factor","1","1","1","","","","","","2936","2936","2936","","1a7f36f5a39ec6a4fe158fba3bbbf404_8933",""
"KNN15_11375","","DegV family protein","1","1","1","","","","","","845","845","845","","1a7f36f5a39ec6a4fe158fba3bbbf404_8937",""
"KNN15_11380","","lipid-A-disaccharide synthase-related protein","1","1","1","","","","","","1166","1166","1166","","1a7f36f5a39ec6a4fe158fba3bbbf404_8941",""
"KNN15_11385","","glycosyltransferase family 4 protein","1","1","1","","","","","","1211","1211","1211","","1a7f36f5a39ec6a4fe158fba3bbbf404_8945",""
"TO73_0061","","hypothetical protein","1","1","1","","","","","","404","404","404","TO73_0061.p01","",""
