"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000597845.1","GCA_000599625.1","GCA_000599645.1","GCA_000599665.1","GCA_000599685.1","GCA_000599705.1","GCA_000784925.1","GCA_000801165.1","GCA_000801185.2","GCA_000814145.2"
"ECONIH1_24130","","tail protein","1","1","1","","","","","","341","341","341","","","","","","","ECONIH1_24130.p01","","",""
"ECONIH1_24165","","hypothetical protein","1","1","1","","","","","","281","281","281","","","","","","","ECONIH1_24165.p01","","",""
"ECONIH1_24170","","chaperone of endosialidase family protein","1","1","1","","","","","","704","704","704","","","","","","","ECONIH1_24170.p01","","",""
"ECONIH1_24175","","hypothetical protein","1","1","1","","","","","","287","287","287","","","","","","","ECONIH1_24175.p01","","",""
"ECONIH1_24370","","hypothetical protein","1","1","1","","","","","","1985","1985","1985","","","","","","","ECONIH1_24370.p01","","",""
"ECONIH1_24550","","hypothetical protein","1","1","1","","","","","","161","161","161","","","","","","","ECONIH1_24550.p01","","",""
"ECONIH1_24590","","hypothetical protein","1","1","1","","","","","","230","230","230","","","","","","","ECONIH1_24590.p01","","",""
"ECONIH1_25020","","hypothetical protein","1","1","1","","","","","","1163","1163","1163","","","","","","","ECONIH1_25020.p01","","",""
"ECONIH1_25025","","hypothetical protein","1","1","1","","","","","","1484","1484","1484","","","","","","","ECONIH1_25025.p01","","",""
"ECONIH1_25035","","membrane protein","1","1","1","","","","","","887","887","887","","","","","","","ECONIH1_25035.p01","","",""
"ECONIH1_25230","","hypothetical protein","1","1","1","","","","","","1922","1922","1922","","","","","","","ECONIH1_25230.p01","","",""
"ECONIH1_25285","","transcriptional regulator","1","1","1","","","","","","998","998","998","","","","","","","ECONIH1_25285.p01","","",""
"ECONIH1_25290","","gluconate permease","1","1","1","","","","","","1319","1319","1319","","","","","","","ECONIH1_25290.p01","","",""
"ECONIH1_25295","","gluconate 5-dehydrogenase","1","1","1","","","","","","764","764","764","","","","","","","ECONIH1_25295.p01","","",""
"ECONIH1_25300","","L-idonate 5-dehydrogenase","1","1","1","","","","","","1031","1031","1031","","","","","","","ECONIH1_25300.p01","","",""
"idnK","","gluconate kinase","1","1","1","","","","","","563","563","563","","","","","","","ECONIH1_25305.p01","","",""
"ECONIH1_25380","","integrase","1","1","1","","","","","","1271","1271","1271","","","","","","","ECONIH1_25380.p01","","",""
"ECONIH1_25385","","integrase","1","1","1","","","","","","1190","1190","1190","","","","","","","ECONIH1_25385.p01","","",""
"ECONIH1_25390","","sulfatase","1","1","1","","","","","","242","242","242","","","","","","","ECONIH1_25390.p01","","",""
"ECONIH1_25395","","phosphoethanolamine transferase","1","1","1","","","","","","431","431","431","","","","","","","ECONIH1_25395.p01","","",""
"ECONIH1_25400","","hypothetical protein","1","1","1","","","","","","170","170","170","","","","","","","ECONIH1_25400.p01","","",""
"ECONIH1_25405","","hypothetical protein","1","1","1","","","","","","221","221","221","","","","","","","ECONIH1_25405.p01","","",""
"ECONIH1_25410","","hypothetical protein","1","1","1","","","","","","143","143","143","","","","","","","ECONIH1_25410.p01","","",""
"ECONIH1_25420","","transporter","1","1","1","","","","","","1217","1217","1217","","","","","","","ECONIH1_25420.p01","","",""
"ECONIH1_25425","","oxidoreductase","1","1","1","","","","","","1118","1118","1118","","","","","","","ECONIH1_25425.p01","","",""
"ECONIH1_25430","","hypothetical protein","1","1","1","","","","","","257","257","257","","","","","","","ECONIH1_25430.p01","","",""
"ECONIH1_25435","","hypothetical protein","1","1","1","","","","","","248","248","248","","","","","","","ECONIH1_25435.p01","","",""
"ECONIH1_25455","","hypothetical protein","1","1","1","","","","","","257","257","257","","","","","","","ECONIH1_25455.p01","","",""
"ECONIH1_25565","","transposase","1","1","1","","","","","","380","380","380","","","","","","","ECONIH1_25565.p01","","",""
"ECONIH1_25585","","hypothetical protein","1","1","1","","","","","","167","167","167","","","","","","","ECONIH1_25585.p01","","",""
"ECONIH1_25605","","hypothetical protein","1","1","1","","","","","","260","260","260","","","","","","","ECONIH1_25605.p01","","",""
"ECONIH1_25665","","methylthioribose kinase","1","1","1","","","","","","1259","1259","1259","","","","","","","ECONIH1_25665.p01","","",""
"ECONIH1_25670","","methylthioribose-1-phosphate isomerase","1","1","1","","","","","","1115","1115","1115","","","","","","","ECONIH1_25670.p01","","",""
"ECONIH1_25675","","fuculose phosphate aldolase","1","1","1","","","","","","641","641","641","","","","","","","ECONIH1_25675.p01","","",""
"ECONIH1_25680","","multidrug DMT transporter permease","1","1","1","","","","","","1004","1004","1004","","","","","","","ECONIH1_25680.p01","","",""
"ECONIH1_25685","","transcriptional regulator","1","1","1","","","","","","986","986","986","","","","","","","ECONIH1_25685.p01","","",""
"ECONIH1_25690","","hypothetical protein","1","1","1","","","","","","191","191","191","","","","","","","ECONIH1_25690.p01","","",""
"ECONIH1_25695","","gluconate permease","1","1","1","","","","","","1349","1349","1349","","","","","","","ECONIH1_25695.p01","","",""
"ECONIH1_25700","","dehydratase","1","1","1","","","","","","1967","1967","1967","","","","","","","ECONIH1_25700.p01","","",""
"ECONIH1_25705","","2-keto-3-deoxy-galactonate aldolase","1","1","1","","","","","","905","905","905","","","","","","","ECONIH1_25705.p01","","",""
"ECONIH1_25710","","IclR family transcriptional regulator","1","1","1","","","","","","788","788","788","","","","","","","ECONIH1_25710.p01","","",""
"ECONIH1_25715","","transcriptional regulator","1","1","1","","","","","","782","782","782","","","","","","","ECONIH1_25715.p01","","",""
"ECONIH1_25720","","epimerase","1","1","1","","","","","","632","632","632","","","","","","","ECONIH1_25720.p01","","",""
"ECONIH1_25725","","PTS sugar transporter subunit IIA","1","1","1","","","","","","431","431","431","","","","","","","ECONIH1_25725.p01","","",""
"ECONIH1_25730","","SgcQ protein","1","1","1","","","","","","806","806","806","","","","","","","ECONIH1_25730.p01","","",""
"ECONIH1_25735","","permase","1","1","1","","","","","","1313","1313","1313","","","","","","","ECONIH1_25735.p01","","",""
"ECONIH1_25740","","PTS sugar transporter subunit IIB","1","1","1","","","","","","278","278","278","","","","","","","ECONIH1_25740.p01","","",""
"ECONIH1_25745","","aminopeptidase","1","1","1","","","","","","1121","1121","1121","","","","","","","ECONIH1_25745.p01","","",""
"ECONIH1_25750","","hypothetical protein","1","1","1","","","","","","746","746","746","","","","","","","ECONIH1_25750.p01","","",""
"ECONIH1_25755","","acetyltransferase","1","1","1","","","","","","545","545","545","","","","","","","ECONIH1_25755.p01","","",""
"ECONIH1_25760","","hypothetical protein","1","1","1","","","","","","257","257","257","","","","","","","ECONIH1_25760.p01","","",""
"ECONIH1_25765","","hypothetical protein","1","1","1","","","","","","131","131","131","","","","","","","ECONIH1_25765.p01","","",""
"ECONIH1_25770","","DNA helicase","1","1","1","","","","","","209","209","209","","","","","","","ECONIH1_25770.p01","","",""
"ECONIH1_25775","","hypothetical protein","1","1","1","","","","","","1016","1016","1016","","","","","","","ECONIH1_25775.p01","","",""
"ECONIH1_25805","","hypothetical protein","1","1","1","","","","","","146","146","146","","","","","","","ECONIH1_25805.p01","","",""
"RR31_24220","","transposase","1","1","1","","","","","","503","503","503","","","","","","","","","","RR31_24220.p01"
"ECONIH1_25810","","hypothetical protein","1","1","1","","","","","","395","395","395","","","","","","","ECONIH1_25810.p01","","",""
"ECONIH1_25825","","hypothetical protein","1","1","1","","","","","","188","188","188","","","","","","","ECONIH1_25825.p01","","",""
"ECONIH1_25895","","hypothetical protein","1","1","1","","","","","","830","830","830","","","","","","","ECONIH1_25895.p01","","",""
"ECONIH1_25900","","hypothetical protein","1","1","1","","","","","","173","173","173","","","","","","","ECONIH1_25900.p01","","",""
"ECONIH1_25975","","hypothetical protein","1","1","1","","","","","","920","920","920","","","","","","","ECONIH1_25975.p01","","",""
"ECONIH1_25985","","hypothetical protein","1","1","1","","","","","","164","164","164","","","","","","","ECONIH1_25985.p01","","",""
"ECONIH1_25990","","hypothetical protein","1","1","1","","","","","","3290","3290","3290","","","","","","","ECONIH1_25990.p01","","",""
"ECONIH1_26000","","protein mcrC","1","1","1","","","","","","1076","1076","1076","","","","","","","ECONIH1_26000.p01","","",""
"ECONIH1_26005","","5-methylcytosine-specific restriction protein B","1","1","1","","","","","","1379","1379","1379","","","","","","","ECONIH1_26005.p01","","",""
"ECONIH1_26015","","restriction endonuclease EcoKI subunit S","1","1","1","","","","","","1394","1394","1394","","","","","","","ECONIH1_26015.p01","","",""
"ECONIH1_26020","","SAM-dependent methyltransferase","1","1","1","","","","","","1589","1589","1589","","","","","","","ECONIH1_26020.p01","","",""
"ECONIH1_26025","","DEAD/DEAH box helicase","1","1","1","","","","","","3512","3512","3512","","","","","","","ECONIH1_26025.p01","","",""
"ECONIH1_26030","","restriction endonuclease","1","1","1","","","","","","914","914","914","","","","","","","ECONIH1_26030.p01","","",""
"ECONIH1_26245","","hypothetical protein","1","1","1","","","","","","863","863","863","","","","","","","ECONIH1_26245.p01","","",""
"ECONIH1_26280","","DNA-binding protein","1","1","1","","","","","","263","263","263","","","","","","","ECONIH1_26280.p01","","",""
"ECONIH1_26310","","toxin RelE","1","1","1","","","","","","332","332","332","","","","","","","ECONIH1_26310.p01","","",""
"ECONIH1_26315","","transcriptional regulator","1","1","1","","","","","","284","284","284","","","","","","","ECONIH1_26315.p01","","",""
"RR31_21275","","hypothetical protein","1","1","1","","","","","","488","488","488","","","","","","","","","","RR31_21275.p01"
"ECONIH1_27145","","toxin RelE","1","1","1","","","","","","347","347","347","","","","","","","ECONIH1_27145.p01","","",""
"ECONIH1_27150","","transcriptional regulator","1","1","1","","","","","","299","299","299","","","","","","","ECONIH1_27150.p01","","",""
"ECONIH1_27155","","hypothetical protein","1","1","1","","","","","","380","380","380","","","","","","","ECONIH1_27155.p01","","",""
"ECONIH1_27160","","hypothetical protein","1","1","1","","","","","","425","425","425","","","","","","","ECONIH1_27160.p01","","",""
"ECONIH1_27165","","hypothetical protein","1","1","1","","","","","","260","260","260","","","","","","","ECONIH1_27165.p01","","",""
"ECONIH1_27170","","hypothetical protein","1","1","1","","","","","","188","188","188","","","","","","","ECONIH1_27170.p01","","",""
"ECONIH1_27175","","regulatory protein","1","1","1","","","","","","1169","1169","1169","","","","","","","ECONIH1_27175.p01","","",""
"ECONIH1_27180","","hypothetical protein","1","1","1","","","","","","191","191","191","","","","","","","ECONIH1_27180.p01","","",""
"ECONIH1_27185","","hypothetical protein","1","1","1","","","","","","248","248","248","","","","","","","ECONIH1_27185.p01","","",""
"ECONIH1_27190","","ATPase","1","1","1","","","","","","653","653","653","","","","","","","ECONIH1_27190.p01","","",""
"ECONIH1_27195","","hypothetical protein","1","1","1","","","","","","374","374","374","","","","","","","ECONIH1_27195.p01","","",""
"ECONIH1_27200","","hypothetical protein","1","1","1","","","","","","656","656","656","","","","","","","ECONIH1_27200.p01","","",""
"ECONIH1_27205","","hypothetical protein","1","1","1","","","","","","494","494","494","","","","","","","ECONIH1_27205.p01","","",""
"ECONIH1_27210","","hypothetical protein","1","1","1","","","","","","515","515","515","","","","","","","ECONIH1_27210.p01","","",""
"ECONIH1_27215","","hypothetical protein","1","1","1","","","","","","233","233","233","","","","","","","ECONIH1_27215.p01","","",""
"ECONIH1_27220","","hypothetical protein","1","1","1","","","","","","404","404","404","","","","","","","ECONIH1_27220.p01","","",""
"ECONIH1_27225","","hypothetical protein","1","1","1","","","","","","332","332","332","","","","","","","ECONIH1_27225.p01","","",""
"ECONIH1_27230","","hypothetical protein","1","1","1","","","","","","377","377","377","","","","","","","ECONIH1_27230.p01","","",""
"ECONIH1_27235","","hypothetical protein","1","1","1","","","","","","1067","1067","1067","","","","","","","ECONIH1_27235.p01","","",""
"ECONIH1_27240","","hypothetical protein","1","1","1","","","","","","281","281","281","","","","","","","ECONIH1_27240.p01","","",""
"ECONIH1_27245","","hypothetical protein","1","1","1","","","","","","365","365","365","","","","","","","ECONIH1_27245.p01","","",""
"ECONIH1_27250","","hypothetical protein","1","1","1","","","","","","191","191","191","","","","","","","ECONIH1_27250.p01","","",""
"ECONIH1_27255","","hypothetical protein","1","1","1","","","","","","683","683","683","","","","","","","ECONIH1_27255.p01","","",""
"ECONIH1_27260","","hypothetical protein","1","1","1","","","","","","344","344","344","","","","","","","ECONIH1_27260.p01","","",""
"ECONIH1_27265","","hypothetical protein","1","1","1","","","","","","719","719","719","","","","","","","ECONIH1_27265.p01","","",""
"ECONIH1_27270","","hypothetical protein","1","1","1","","","","","","191","191","191","","","","","","","ECONIH1_27270.p01","","",""
"ECONIH1_27275","","membrane protein","1","1","1","","","","","","395","395","395","","","","","","","ECONIH1_27275.p01","","",""
"ECONIH1_27280","","membrane protein","1","1","1","","","","","","296","296","296","","","","","","","ECONIH1_27280.p01","","",""
"ECONIH1_27285","","hypothetical protein","1","1","1","","","","","","545","545","545","","","","","","","ECONIH1_27285.p01","","",""
"ECONIH1_27290","","hypothetical protein","1","1","1","","","","","","278","278","278","","","","","","","ECONIH1_27290.p01","","",""
"ECONIH1_27295","","tRNA-Met","1","1","1","","","","","","75","75","75","","","","","","","ECONIH1_27295.r01","","",""
"ECONIH1_27300","","S-adenosylmethionine-binding protein","1","1","1","","","","","","587","587","587","","","","","","","ECONIH1_27300.p01","","",""
"ECONIH1_27305","","hypothetical protein","1","1","1","","","","","","269","269","269","","","","","","","ECONIH1_27305.p01","","",""
"ECONIH1_27310","","hypothetical protein","1","1","1","","","","","","197","197","197","","","","","","","ECONIH1_27310.p01","","",""
